bank,addr,name,category,confidence,signal
60E0FC00,0xC276,knock_adc_store_clear_port,Ignition & Knock,1.000,name
60E0FC00,0xC290,knockSensorADCFault,Faults & DTC,1.000,name
60E1D400,0xC2C0,store_knock_learn_buffer,Ignition & Knock,1.000,name
60E1D400,0xC2E6,task_msg_dispatch_conditional,RTOS,1.000,name
60E1D400,0xC31C,knockFunctionInit,Ignition & Knock,1.000,name
60E0FC00,0xC338,functionDrivingTiming,Ignition & Knock,1.000,name
60E1D400,0xC346,atu2_tior2c_waveform_init,Boot & Init,1.000,name
60E1D400,0xC3C8,knockRelatedInit,Ignition & Knock,1.000,name
60E0FC00,0xC3CE,getKnockSensorADC,Ignition & Knock,1.000,name
60E1D400,0xC446,atu2_capture_and_clear_irq,Peripherals & ISR,1.000,name
60E1D400,0xC460,knockSensorADCFault,Faults & DTC,1.000,name
60E0FC00,0xC486,knockRelatedFunction2,Ignition & Knock,1.000,name
60E1D400,0xC508,functionDrivingTiming,Ignition & Knock,1.000,name
60E1D400,0xC59E,rpm_limiter_fuel_cutoff,Fuel & Lambda,1.000,name
60E0FC00,0xC7BA,setupCoilOutputs,Oil Metering,1.000,name
60E0FC00,0xC8DC,detectKnockOverTime,Ignition & Knock,1.000,name
60E1D400,0xC98A,setupCoilOutputs,Oil Metering,1.000,name
60E0FC00,0xCA7E,ignitionCoilPulse?,Ignition & Knock,1.000,name
60E0FC00,0xCA9C,canControllerInitSomething??,CAN Bus,1.000,name
60E0FC00,0xCAB4,checkHCANRegisterStuff,CAN Bus,1.000,name
60E0FC00,0xCACC,setCANRegisters,CAN Bus,1.000,name
60E0FC00,0xCB42,HCANRegisterInit??,CAN Bus,1.000,name
60E0FC00,0xCB9C,set_MCR_bits2_3,CAN Bus,1.000,graph
60E0FC00,0xCBF8,set_MCR_bits5_7,CAN Bus,1.000,graph
60E0FC00,0xCC1E,set_MCR_bit7,CAN Bus,1.000,graph
60E0FC00,0xCC46,can_mailbox_write_id32,CAN Bus,0.400,assembly
60E1D400,0xCC6C,can_enable_mailbox_int,CAN Bus,1.000,name
60E1D400,0xCC84,can_disable_mailbox_int,CAN Bus,1.000,name
60E1D400,0xCC9C,setCANRegisters,CAN Bus,1.000,name
60E0FC00,0xCCA4,can_mailbox_copy_to_slot,CAN Bus,0.400,assembly
60E0FC00,0xCCDA,can_mailbox_copy_to_slot_verify,CAN Bus,0.400,assembly
60E0FC00,0xCD10,can_mailbox_nibble_store,CAN Bus,0.400,assembly
60E1D400,0xCD12,can_init_mailbox_irq_mask,CAN Bus,1.000,name
60E0FC00,0xCD40,can_mailbox_nibble_load,CAN Bus,0.400,assembly
60E0FC00,0xCD74,can_mailbox_read_message_id,CAN Bus,0.400,assembly
60E1D400,0xCDC4,can_set_mailbox_mode_dlc,CAN Bus,1.000,name
60E1D400,0xCDFA,can_set_mailbox_ptr_control,CAN Bus,1.000,name
60E0FC00,0xCE24,can_channel_status16_read,CAN Bus,0.400,assembly
60E1D400,0xCE34,can_set_mailbox_id_mode,CAN Bus,1.000,name
60E0FC00,0xCE76,can_status_combine_byteswap,CAN Bus,1.000,name
60E0FC00,0xCEC8,hcan_mbox_word_byteswap_write,CAN Bus,1.000,name
60E0FC00,0xCEE8,FUN_0000cee8,CAN Bus,1.000,graph
60E1D400,0xCEF4,can_pack_tx_msg_copy,CAN Bus,1.000,name
60E0FC00,0xCEFE,getHCANRegisterAddress,CAN Bus,1.000,name
60E0FC00,0xCF12,can_table_word_lookup,CAN Bus,0.400,assembly
60E0FC00,0xCF30,sr_protected_shadow_pair_write,Boot & Init,0.400,assembly
60E1D400,0xCF42,can_pack_tx_msg_write_verify,CAN Bus,1.000,name
60E0FC00,0xCF56,shadow_a3d0_region_init,CAN Bus,0.400,assembly
60E0FC00,0xCF74,knock_event_process,Ignition & Knock,0.100,assembly
60E1D400,0xCF90,can_set_mailbox_rx_id,CAN Bus,1.000,name
60E1D400,0xCFD4,can_mailbox_read_data,CAN Bus,1.000,name
60E1D400,0xCFF6,can_mailbox_extract_msg_data,CAN Bus,1.000,name
60E1D400,0xD0C0,can_get_rx_pending_flags,CAN Bus,1.000,name
60E1D400,0xD112,can_get_tx_acknowledge_flags,CAN Bus,1.000,name
60E0FC00,0xD13C,getBaroSensorValue,Sensors,1.000,name
60E1D400,0xD144,baro_sensor_value,Sensors,1.000,name
60E1D400,0xD164,can_get_mailbox_offset_high,CAN Bus,1.000,name
60E1D400,0xD198,getHCANRegisterAddress,CAN Bus,1.000,name
60E1D400,0xD1AC,can_get_mailbox_config,CAN Bus,1.000,name
60E0FC00,0xD1E0,getRearO2Voltage,Fuel & Lambda,1.000,name
60E1D400,0xD1E6,can_clear_txpr_and_init_mailbox,CAN Bus,1.000,name
60E1D400,0xD204,can_clear_txcr_and_init_mailbox,CAN Bus,1.000,name
60E0FC00,0xD20C,handleManualReset?,Boot & Init,1.000,name
60E0FC00,0xD21E,main??,CAN Bus,1.000,graph
60E0FC00,0xD262,interestingCANSomething,CAN Bus,1.000,name
60E0FC00,0xD28E,boot_ram_a3e8_validate,Boot & Init,0.400,assembly
60E0FC00,0xD2E8,sensor_cal_flag_set_a3fb,Sensors,0.400,assembly
60E0FC00,0xD2F6,sensor_cal_region_checksum,Memory & CRC,0.700,assembly
60E0FC00,0xD398,state_slot_acquire_if_idle,RTOS,1.000,name
60E0FC00,0xD3B8,clear_a3f9_if_not_state_2,Other / Unclassified,0.000,none
60E0FC00,0xD3CE,sensor_cal_state_clear,Sensors,0.400,assembly
60E1D400,0xD3D4,port_read_write_helper,Utilities,1.000,name
60E1D400,0xD3DC,fuel_air_bilinear_interpolation,Fuel & Lambda,1.000,name
60E0FC00,0xD408,sensor_cal_handshake_check,Sensors,0.400,assembly
60E0FC00,0xD44C,sensor_cal_handshake_ack,Boot & Init,0.400,assembly
60E0FC00,0xD46C,sensor_cal_checksum_apply,Sensors,0.400,assembly
60E1D400,0xD478,getRearO2Voltage,Fuel & Lambda,1.000,name
60E1D400,0xD4B6,boot_rom_validation_controller,Boot & Init,1.000,name
60E1D400,0xD4FA,interestingCANSomething,CAN Bus,1.000,name
60E0FC00,0xD518,boot_ram_selftest_relocate,Boot & Init,1.000,name
60E1D400,0xD526,rom_table_secondary_validator,Math / FPU,1.000,name
60E1D400,0xD58E,memory_init_with_checksum_validate,Boot & Init,1.000,name
60E0FC00,0xD5AC,dma_ringbuf_transfer_start_poll,Peripherals & ISR,1.000,name
60E0FC00,0xD648,ram_pattern_test_write_verify,Memory & CRC,1.000,name
60E1D400,0xD650,checksum_failure_flag_check,Memory & CRC,1.000,name
60E1D400,0xD666,reset_all_status_flags,Boot & Init,1.000,name
60E0FC00,0xD674,mem_range_align_check,Utilities,0.700,assembly
60E1D400,0xD6A0,hcan_init_and_status_check,CAN Bus,1.000,name
60E1D400,0xD6E4,hcan_status_check_trampoline,CAN Bus,1.000,name
60E1D400,0xD704,memory_checksum_validator_runner,Memory & CRC,1.000,name
60E0FC00,0xD70A,boot_clear_flag_a3fc,Boot & Init,0.400,assembly
60E0FC00,0xD712,nullsub_0xd712,Boot & Init,0.700,assembly
60E0FC00,0xD716,set_flag_byte_a3fc,Other / Unclassified,0.000,none
60E0FC00,0xD72C,noOpFunction,CAN Bus,1.000,graph
60E1D400,0xD7B0,secondary_peripheral_initializer,Boot & Init,1.000,name
60E1D400,0xD844,dmac_and_timer_controller_setup,Peripherals & ISR,1.000,name
60E1D400,0xD8E0,memory_pattern_validator,Memory & CRC,1.000,name
60E1D400,0xD90C,alignment_boundary_validator,Ignition & Knock,1.000,name
60E1D400,0xD97C,fpu_context_save_restore,Math / FPU,1.000,name
60E1D400,0xD9A2,fpu_control_reset,Boot & Init,1.000,name
60E1D400,0xD9AA,ctrl_nullsub_d9aa,Utilities,0.9,assembly
60E1D400,0xD9AE,mem_start_d9ae,Memory & CRC,1.000,name
60E0FC00,0xD9F4,canSetup,CAN Bus,1.000,name
60E0FC00,0xDA94,resetCANTimers,CAN Bus,1.000,name
60E0FC00,0xDADE,can_setup_and_reset_timers,CAN Bus,0.700,assembly
60E0FC00,0xDAE8,canTimerInit??,CAN Bus,1.000,name
60E0FC00,0xDAF0,handleCANReset,CAN Bus,1.000,name
60E0FC00,0xDB58,CANTX_Main,CAN Bus,1.000,name
60E0FC00,0xDBF6,CANRX_Main,CAN Bus,1.000,name
60E1D400,0xDC8C,canSetup,CAN Bus,1.000,name
60E0FC00,0xDCC0,checkCANsomethingKeyOnBased,CAN Bus,1.000,name
60E1D400,0xDD2C,trampoline_ram_init_zero_dd2c,Boot & Init,1.000,name
60E1D400,0xDD30,pcm_init_sequence,Boot & Init,1.000,name
60E1D400,0xDD76,main_periodic_task,RTOS,1.000,name
60E0FC00,0xDDDC,CANSetupSomethingDifferentBasedOnBit,CAN Bus,1.000,name
60E1D400,0xDDF0,CANTX_Main,CAN Bus,1.000,name
60E0FC00,0xDE3C,can_init_copy_a400,CAN Bus,0.400,assembly
60E0FC00,0xDE46,can_fault_counter_update,Faults & DTC,0.400,assembly
60E0FC00,0xDE72,EBCMCommEval,Faults & DTC,1.000,graph
60E1D400,0xDE8E,fuel_controller_de8e,Fuel & Lambda,1.000,name
60E0FC00,0xDF08,can216RXFaultEval,Faults & DTC,1.000,name
60E0FC00,0xDF6C,fault_status_a403_update,Faults & DTC,0.400,assembly
60E0FC00,0xDFB4,getCAN47RXStatus,CAN Bus,1.000,name
60E0FC00,0xE03C,setMessageRXBool,CAN Bus,1.000,name
60E0FC00,0xE044,setCANRXBool,CAN Bus,1.000,name
60E0FC00,0xE04C,can_rx_flag_a407_set,CAN Bus,0.400,assembly
60E0FC00,0xE054,setMsgRXFlag_??,CAN Bus,1.000,graph
60E0FC00,0xE064,warm_restart_preset_a414_a415,Boot & Init,1.000,name
60E1D400,0xE074,CANSetupSomethingDifferentBasedOnBit,CAN Bus,1.000,name
60E0FC00,0xE07E,fuel_trim_channel_inputs_map,Fuel & Lambda,1.000,name
60E1D400,0xE0D4,sensor_copy_reg_to_io,Sensors,1.000,name
60E1D400,0xE0DE,sensor_check_float_bounds_adjust,Sensors,1.000,name
60E0FC00,0xE0E8,engine_ctrl_flags_a414_a415_set_ff,Other / Unclassified,0.000,none
60E0FC00,0xE0F8,fuel_engine_run_mode_select,Fuel & Lambda,1.000,name
60E1D400,0xE10A,EBCMCommEval,Faults & DTC,1.000,graph
60E1D400,0xE1A0,diag_flag2_e1a0,Faults & DTC,1.000,name
60E0FC00,0xE1B4,injectorsOffFlagInit,Fuel & Lambda,1.000,name
60E0FC00,0xE1BC,flag_mirror_9f8c_a41c,Boot & Init,0.400,assembly
60E0FC00,0xE1DC,calculateEngineRunningTimer2,Peripherals & ISR,1.000,name
60E0FC00,0xE1FE,getEngineOnTimeForOilMetering,Oil Metering,1.000,name
60E1D400,0xE202,diag_flag3_e202,Faults & DTC,1.000,name
60E0FC00,0xE220,calculateEngineRunningTimer,Peripherals & ISR,1.000,name
60E0FC00,0xE244,calculateEngineOnTime??,Utilities,0.7,assembly
60E1D400,0xE24A,diag_flag4_e24a,Faults & DTC,1.000,name
60E0FC00,0xE278,calculateEngineRunning,Other / Unclassified,0.000,none
60E0FC00,0xE2AC,setEngineRunningInjectorsOffFlag,Fuel & Lambda,1.000,name
60E1D400,0xE2D0,mem_flag_e2d0,Memory & CRC,1.000,name
60E1D400,0xE2D8,mem_flag_e2d8,Memory & CRC,1.000,name
60E1D400,0xE2E0,mem_flag_e2e0,Memory & CRC,1.000,name
60E1D400,0xE2E8,mem_flag_e2e8,Memory & CRC,1.000,name
60E1D400,0xE2F8,pwm_reset_on_crank_event,Boot & Init,1.000,name
60E1D400,0xE312,ignition_trim_table_lookup,Fuel & Lambda,1.000,name
60E1D400,0xE37C,coil_pwm_init,Oil Metering,1.000,name
60E1D400,0xE38C,ignition_advance_limiter,Ignition & Knock,1.000,name
60E0FC00,0xE444,UnknownFueling1,Fuel & Lambda,1.000,name
60E1D400,0xE448,flag_set_coil_event,Oil Metering,1.000,name
60E1D400,0xE450,coil_charge_enabled_query,Oil Metering,1.000,name
60E0FC00,0xE458,UnknownFueling1,Fuel & Lambda,1.000,name
60E1D400,0xE470,calculateEngineRunningTimer2,Peripherals & ISR,1.000,name
60E1D400,0xE492,getEngineOnTimeForOilMetering,Oil Metering,1.000,name
60E1D400,0xE4B4,idle_target_increase_step,Idle Control,1.000,name
60E1D400,0xE4D8,o2_target_increase_step,Fuel & Lambda,1.000,name
60E0FC00,0xE4F8,fuel_rpmThresholdTableSelect,Fuel & Lambda,1.000,name
60E1D400,0xE50C,coolant_temp_out_of_range_check,Sensors,1.000,name
60E1D400,0xE540,setEngineRunningInjectorsOffFlag,Fuel & Lambda,1.000,name
60E0FC00,0xE564,speedBasedFuelCutSomething??,Fuel & Lambda,1.000,name
60E1D400,0xE56C,arbitrateFuelCut,Fuel & Lambda,1.000,name
60E1D400,0xE6D8,branch_to_fuel_pressure_proc,Fuel & Lambda,1.000,name
60E1D400,0xE6DC,crank_gated_fuel_pressure_proc,Fuel & Lambda,1.000,name
60E1D400,0xE6EC,fuel_pressure_calc_with_interpolation,Fuel & Lambda,1.000,name
60E1D400,0xE726,multi_channel_fpu_accumulate,Math / FPU,1.000,name
60E1D400,0xE78C,engine_load_correction_calc,Other / Unclassified,0.000,none
60E1D400,0xE7F8,ignition_timing_calc_E7F8,Ignition & Knock,1.000,name
60E0FC00,0xE914,throttlePlateSomethingFuelCut,Fuel & Lambda,1.000,name
60E1D400,0xEBA8,throttlePlateSomethingFuelCut,Fuel & Lambda,1.000,name
60E0FC00,0xEDC8,fuelCutArbitration_weirdBlock,Fuel & Lambda,1.000,name
60E0FC00,0xEE68,revLimitFuelCutInit,Fuel & Lambda,1.000,name
60E0FC00,0xEE86,getConditionalsForRevLimit??,Rev Limit,1.000,name
60E0FC00,0xEEFE,calculateRevLimiterFuelCut,Fuel & Lambda,1.000,name
60E1D400,0xF05C,fuelCutArbitration_weirdBlock,Fuel & Lambda,1.000,name
60E0FC00,0xF0E0,injector_event_process,Fuel & Lambda,0.400,assembly
60E1D400,0xF0FC,revLimitFuelCutInit,Fuel & Lambda,1.000,name
60E1D400,0xF11A,cold_start_rpm_limiter,Rev Limit,1.000,name
60E1D400,0xF192,calculateRevLimiterFuelCut,Fuel & Lambda,1.000,name
60E0FC00,0xF258,cal_table_threshold_scan,Math / FPU,1.000,name
60E0FC00,0xF2A0,fuel_state_flags_clear,Fuel & Lambda,0.400,assembly
60E0FC00,0xF2B0,crank_fuel_mode_select,Ignition & Knock,0.100,assembly
60E0FC00,0xF320,fuel_mode_counter_update,Fuel & Lambda,0.400,assembly
60E0FC00,0xF348,get_fuel_state_flag_a4b1,Fuel & Lambda,0.400,assembly
60E0FC00,0xF380,fuelingArrayInit?,Fuel & Lambda,1.000,name
60E0FC00,0xF454,fuel_channel_table_init,Fuel & Lambda,0.400,assembly
60E0FC00,0xF4DC,fuel_cut_per_rotor_process,Fuel & Lambda,0.400,assembly
60E1D400,0xF534,purge_flow_counter_init,Boot & Init,1.000,name
60E1D400,0xF544,purge_control_state_update,Fuel & Lambda,1.000,name
60E1D400,0xF5B4,purge_flow_decrement,Fuel & Lambda,1.000,name
60E1D400,0xF5DC,purge_state_query,Fuel & Lambda,1.000,name
60E1D400,0xF6E8,ignition_table_unpack_all_rotors,Ignition & Knock,1.000,name
60E1D400,0xF770,knock_detection_processing,Ignition & Knock,1.000,name
60E0FC00,0xF7FC,fuel_channel_process,Fuel & Lambda,0.400,assembly
60E0FC00,0xF8CC,set_flag_a571,Ignition & Knock,0.400,assembly
60E0FC00,0xF8D4,fuel_channel_state_reset,Fuel & Lambda,0.400,assembly
60E0FC00,0xF922,fuel_cut_apply_both_rotors,Fuel & Lambda,0.400,assembly
60E0FC00,0xF964,somethingFuelCutRelated,Fuel & Lambda,1.000,name
60E0FC00,0xF9F6,fuel_acc_long_increment_a568,Fuel & Lambda,0.400,assembly
60E0FC00,0xFA0A,fuel_cut_flag_a56c_set,Fuel & Lambda,0.400,assembly
60E0FC00,0xFA12,fuel_phase_diff_wrap_scaled,Fuel & Lambda,0.100,assembly
60E0FC00,0xFA3E,angle_diff_wrap360,Math / FPU,0.700,assembly
60E0FC00,0xFA52,fuel_injector_event_schedule,Fuel & Lambda,0.400,assembly
60E1D400,0xFA90,injection_pulse_decoder_main,Fuel & Lambda,1.000,name
60E1D400,0xFB60,mem_flag_fb60,Memory & CRC,1.000,name
60E1D400,0xFB68,injection_channel_init_all,Fuel & Lambda,1.000,name
60E0FC00,0xFB90,setFuelCutDriver?,Fuel & Lambda,1.000,name
60E1D400,0xFBB6,fuel_inject_pulse_per_rotor,Fuel & Lambda,1.000,name
60E1D400,0xFBF8,somethingFuelCutRelated,Fuel & Lambda,1.000,name
60E1D400,0xFC8A,pulse_filter_update,Math / FPU,1.000,name
60E1D400,0xFC9E,pulse_filter_done_flag,Math / FPU,1.000,name
60E1D400,0xFCA6,pulse_period_filter,Math / FPU,1.000,name
60E1D400,0xFCD2,fuel_compute_fcd2,Fuel & Lambda,1.000,name
60E1D400,0xFCE6,injection_timing_calculator,Fuel & Lambda,1.000,name
60E1D400,0xFE24,injection_timing_filter_mask,Fuel & Lambda,1.000,name
60E0FC00,0xFE52,fuel_slot_window_contains,Fuel & Lambda,0.400,assembly
60E0FC00,0xFEB8,fuel_slot_angle_compute,Fuel & Lambda,0.400,assembly
60E0FC00,0xFEFF,INT_ATU101_CMI10A,Peripherals & ISR,1.000,name
60E0FC00,0xFF08,getFuelCutRequestStatus,Fuel & Lambda,1.000,name
60E0FC00,0xFF0E,get_fuel_state_a574,Fuel & Lambda,0.400,assembly
60E0FC00,0xFF14,fuel_state_mode_a574_update,Fuel & Lambda,0.400,assembly
60E0FC00,0xFF36,fuelInjectionRelated,Fuel & Lambda,1.000,name
60E0FC00,0xFF9C,fuel_cut_request_distribute,Fuel & Lambda,0.400,assembly
60E0FC00,0xFFDA,fuelInjectionTiming?,Fuel & Lambda,1.000,name
60E0FC00,0x10101,fuel_injection_timing_tail_miscode,Fuel & Lambda,0.100,assembly
60E1D400,0x1014C,diag_run_all_tests,Faults & DTC,1.000,name
60E0FC00,0x10174,injector_cfg_ptr_select,Fuel & Lambda,0.400,assembly
60E1D400,0x1019C,get_fuel_cut_request_status,Fuel & Lambda,1.000,name
60E1D400,0x101A2,read_iacv_duty,Idle Control,1.000,name
60E1D400,0x101A8,check_injector_event_state,Fuel & Lambda,1.000,name
60E0FC00,0x101B0,injector_offset_select_trunc,Fuel & Lambda,0.400,assembly
60E1D400,0x101CA,fuel_injector_multiplexed_control,Fuel & Lambda,1.000,name
60E0FC00,0x1020C,setAllInjectorto0?,Fuel & Lambda,1.000,name
60E1D400,0x10230,init_injector_event_flags,Fuel & Lambda,1.000,name
60E0FC00,0x10234,get_flag_be84,Ignition & Knock,0.400,assembly
60E0FC00,0x1024C,ign_dwell_init_per_rotor,Ignition & Knock,0.400,assembly
60E0FC00,0x1031C,ign_dwell_config_reload,Ignition & Knock,0.400,assembly
60E0FC00,0x10386,calculatePerRotorIgnitionDwell,Ignition & Knock,1.000,name
60E0FC00,0x1038C,ign_timing_dwell_compute,Ignition & Knock,0.400,assembly
60E1D400,0x10408,lookup_timing_event_table,Ignition & Knock,1.000,name
60E1D400,0x10444,calc_fuel_pressure_div,Fuel & Lambda,1.000,name
60E1D400,0x104C8,read_fuel_pump_freq_control,Fuel & Lambda,1.000,name
60E1D400,0x104E0,init_rotor_sync_injection_table_ch0,Fuel & Lambda,1.000,name
60E1D400,0x105B0,init_rotor_sync_injection_table_ch1,Fuel & Lambda,1.000,name
60E1D400,0x1061A,sensor_filter_apply_all,Sensors,1.000,name
60E1D400,0x10620,fuel_injector_pulse_calc,Fuel & Lambda,1.000,name
60E0FC00,0x10650,ign_timing_hw_output_update,Ignition & Knock,0.400,assembly
60E0FC00,0x10766,set_ign_flag_a5d5,Ignition & Knock,0.400,assembly
60E0FC00,0x1076E,ign_obj_array_checksum_sweep,Ignition & Knock,0.400,assembly
60E0FC00,0x107C8,eshaft_angle_byte_add_wrap,Ignition & Knock,0.400,assembly
60E0FC00,0x107F4,angle_delta_wrap_180,Ignition & Knock,0.400,assembly
60E0FC00,0x1080A,ign_obj_state_dispatch,Ignition & Knock,0.400,assembly
60E1D400,0x108E4,sensor_fault_detect_rotor_selectivity,Faults & DTC,1.000,name
60E0FC00,0x10902,ign_obj_state_dispatch2,Ignition & Knock,0.400,assembly
60E1D400,0x109FA,write_iacv_neutral_status,Idle Control,1.000,name
60E1D400,0x10A02,sensor_read_all_channels,Sensors,1.000,name
60E1D400,0x10A5C,calc_manifold_pressure_error_clamp_10A5C,Faults & DTC,1.000,name
60E1D400,0x10A88,calc_manifold_pressure_error_diff_10A88,Faults & DTC,1.000,name
60E0FC00,0x10A8C,ign_obj_array_fc_bits_update,Ignition & Knock,0.400,assembly
60E1D400,0x10A9E,sensor_select_adaptive_filter_ch,Sensors,1.000,name
60E0FC00,0x10B34,fuel_cut_condition_bits_build,Fuel & Lambda,0.700,assembly
60E1D400,0x10B96,sensor_rotor_pair_adaptive_select,Sensors,1.000,name
60E0FC00,0x10CB4,ign_dwell_angle_advance,Ignition & Knock,0.400,assembly
60E1D400,0x10D20,sensor_rotor_A_process_and_filter,Sensors,1.000,name
60E0FC00,0x10D5C,fucPointerCAll,Ignition & Knock,1.000,graph
60E0FC00,0x10D82,setEngineCycle?,Ignition & Knock,1.000,graph
60E1D400,0x10DC8,status_flags_byte_pack,Ignition & Knock,1.000,name
60E0FC00,0x10E14,coilOutputSomething?,Oil Metering,1.000,name
60E0FC00,0x10EAC,fuel_cut_bits_merge,Fuel & Lambda,0.700,assembly
60E0FC00,0x10ED2,getEngineCrankingStatusEnum??,Ignition & Knock,1.000,graph
60E0FC00,0x10EE6,getEngineCrankingStatus?,Ignition & Knock,1.000,graph
60E0FC00,0x10F04,setTimingArrayValuesForOutput?,Ignition & Knock,1.000,name
60E0FC00,0x10F72,returnOne,Ignition & Knock,1.000,graph
60E0FC00,0x10F76,returnDwellTime_fp,Ignition & Knock,1.000,name
60E0FC00,0x10F84,outputPerRotorIgnitionDwell,Ignition & Knock,1.000,name
60E0FC00,0x10FEA,calculatePerRotorIgnitionDwell,Ignition & Knock,1.000,name
60E0FC00,0x11054,vehicle_cal_uds_tire_eeprom_chain,Sensors,0.700,assembly
60E0FC00,0x1107A,resetFunc?,Boot & Init,1.000,name
60E1D400,0x11140,calc_fuel_cut_flags_merged,Fuel & Lambda,1.000,name
60E1D400,0x11166,calc_traction_control_mode,Throttle & Torque,1.000,name
60E1D400,0x1117A,init_rotor_status_flags,Boot & Init,1.000,name
60E1D400,0x11198,calc_sensor_pressure_value,Sensors,1.000,name
60E1D400,0x11206,sensor_return_11206,Sensors,1.000,name
60E1D400,0x1120A,returnDwellTime_fp,Ignition & Knock,1.000,name
60E1D400,0x11218,outputPerRotorIgnitionDwell,Ignition & Knock,1.000,name
60E0FC00,0x11286,setEngineStatusRotor,Other / Unclassified,0.000,none
60E1D400,0x1130E,calc_batch_fuel_injection_map,Fuel & Lambda,1.000,name
60E0FC00,0x1141C,periodic_task_chain_knock_cat,Ignition & Knock,0.400,assembly
60E0FC00,0x114FC,sensor_diag_bool_report_d2e8,Sensors,0.400,assembly
60E1D400,0x1150E,write_fuel_cut_flag_trim,Fuel & Lambda,1.000,name
60E0FC00,0x1151A,main_loop_task_chain,Peripherals & ISR,0.400,assembly
60E0FC00,0x11540,diag_somemainfunction_11540,Faults & DTC,1.000,name
60E0FC00,0x11584,throttleTask,Throttle & Torque,1.000,name
60E0FC00,0x115AA,background_control_task,RTOS,1.000,name
60E1D400,0x11794,read_prev_rotor_pair_status,Rev Limit,1.000,name
60E1D400,0x117B4,calc_fuel_trims_adaptive,Fuel & Lambda,1.000,name
60E0FC00,0x117C8,engineControlTASK2,RTOS,1.000,name
60E1D400,0x117F8,calc_rotor_sync_error_pid,Faults & DTC,1.000,name
60E1D400,0x1181E,calc_fuel_delivery_cycle_matrix,Fuel & Lambda,1.000,name
60E0FC00,0x1182A,task3,RTOS,1.000,name
60E0FC00,0x118FE,cruiseControl?,Throttle & Torque,1.000,name
60E0FC00,0x1194E,diag_leadingandtrailingseperationmain_1194e,Faults & DTC,1.000,name
60E1D400,0x11A34,calc_lambda_feedback_pid,Fuel & Lambda,1.000,name
60E1D400,0x11A9C,calc_base_ignition_timing_11A9C,Ignition & Knock,1.000,name
60E0FC00,0x11B54,periodic_task_chain_11b54,Sensors,0.400,assembly
60E1D400,0x11B70,calc_knock_retard_filter,Ignition & Knock,1.000,name
60E0FC00,0x11B80,periodic_task_chain_11b80,Sensors,0.400,assembly
60E0FC00,0x11B9A,periodic_super_task_body,RTOS,1.000,name
60E1D400,0x11BC0,calc_fuel_pressure_feedback,Fuel & Lambda,1.000,name
60E0FC00,0x11BF6,per_rotor_fuel_ign_chain,Fuel & Lambda,0.400,assembly
60E0FC00,0x11C1C,engineControlTASK,RTOS,1.000,name
60E0FC00,0x11C6A,noop_stub_b,Utilities,1.000,name
60E0FC00,0x11C6E,noop_stub_c,Utilities,1.000,name
60E0FC00,0x11C72,bulkInits??,Boot & Init,1.000,name
60E0FC00,0x11CA2,dual_task_dispatch_ign,Ignition & Knock,0.400,assembly
60E0FC00,0x11CD4,noop_stub_d,Utilities,1.000,name
60E0FC00,0x11CD8,noop_stub_e,Utilities,1.000,name
60E0FC00,0x11CDC,nullsub_00011cdc,Ignition & Knock,0.700,assembly
60E0FC00,0x11CE0,noop_stub_f,Utilities,1.000,name
60E0FC00,0x11CE4,thunk_FUN_00025c40,Peripherals & ISR,1.000,graph
60E0FC00,0x11CEA,thunk_FUN_00025c58,Peripherals & ISR,1.000,graph
60E0FC00,0x11CF0,fpu_sr_store_wrapper_f32,Fuel & Lambda,0.400,assembly
60E0FC00,0x11CFC,fpu_sr_store_wrapper_int,Fuel & Lambda,0.400,assembly
60E0FC00,0x11D10,chain_2912e_3a4f0,Sensors,0.400,assembly
60E1D400,0x11DCC,read_iacv_target_duty,Idle Control,1.000,name
60E1D400,0x11DF8,calc_iacv_opening_angle,Idle Control,1.000,name
60E0FC00,0x11E00,can_rx_frame_dispatch,CAN Bus,0.700,assembly
60E1D400,0x11E12,calc_iacv_duty_feedback,Idle Control,1.000,name
60E1D400,0x11E6E,read_radiator_fan_state,Sensors,1.000,name
60E1D400,0x11E94,engineControlTASK,RTOS,1.000,name
60E1D400,0x11EEA,calc_fuel_pump_pwm_output,Fuel & Lambda,1.000,name
60E0FC00,0x11F20,uds_dispatch_gate_port_check,OBD / UDS,1.000,name
60E0FC00,0x11F3C,noop_stub_g,Utilities,1.000,name
60E0FC00,0x11F40,thunk_FUN_0003a18c,Peripherals & ISR,1.000,graph
60E0FC00,0x11F54,getKnownBooleanValue??,Math / FPU,1.000,graph
60E0FC00,0x11F78,calculateLeadingTimingBase,Ignition & Knock,1.000,name
60E0FC00,0x1202A,calculateTrailingTimingBase,Ignition & Knock,1.000,name
60E0FC00,0x12180,getIgnitionTimingInit,Ignition & Knock,1.000,name
60E0FC00,0x12192,getInitalLeadingTrailingAdvance?,Ignition & Knock,1.000,name
60E0FC00,0x121A4,calculateDSCLeadingTimingDerate?,Ignition & Knock,1.000,name
60E1D400,0x121CC,diag_check_121cc,Faults & DTC,1.000,name
60E1D400,0x121F0,calc_spark_advance,Ignition & Knock,1.000,name
60E0FC00,0x12236,modifyTiming,Ignition & Knock,1.000,name
60E0FC00,0x12294,calculateDSCTrailingTimingDerate?,Ignition & Knock,1.000,name
60E0FC00,0x12326,modifyTrailingTiming,Ignition & Knock,1.000,name
60E0FC00,0x12342,calculateLeadingTimingDerateCompensated,Ignition & Knock,1.000,name
