addr,name,source,flag
0x017584,setsOilInjectionVars_dscRelated?,USER_DEFINED,USER_DEFINED
0x0178e8,calculateKnockTimingDerateConditionEvents,USER_DEFINED,USER_DEFINED
0x017a38,slowerRunFunction_OilMetering?,USER_DEFINED,USER_DEFINED
0x017ab0,batteryRelatedFaults??,USER_DEFINED,USER_DEFINED
0x017d7a,oilMeteringSomething,USER_DEFINED,USER_DEFINED
0x018d3c,dscRelatedTiming?,USER_DEFINED,USER_DEFINED
0x0192d4,setsEngineFaultTypeThing,USER_DEFINED,USER_DEFINED
0x0193b4,getSecondaryAirPumpRequest,USER_DEFINED,USER_DEFINED
0x0194a0,getConditonalsFuelCutRelated?,USER_DEFINED,USER_DEFINED
0x0195f4,getVehicleCondtions,USER_DEFINED,USER_DEFINED
0x0196e6,getConditionals,USER_DEFINED,USER_DEFINED
0x0198fa,evaluateFuelCutCondtionUnknown,USER_DEFINED,USER_DEFINED
0x019a5e,adcCoolantTemp2Volts,USER_DEFINED,USER_DEFINED
0x019a76,coolantTempRAMWrite,USER_DEFINED,USER_DEFINED
0x019ab2,decrementTempForCatModel??,USER_DEFINED,USER_DEFINED
0x019b40,getAppValsClippedAndFiltered,USER_DEFINED,USER_DEFINED
0x019b5c,getAPPDVals,USER_DEFINED,USER_DEFINED
0x019b82,filterSomething,USER_DEFINED,USER_DEFINED
0x019ba0,getAPPEVals,USER_DEFINED,USER_DEFINED
0x019bc6,filterSomething2,USER_DEFINED,USER_DEFINED
0x019f36,validateThrottleInptuts?,USER_DEFINED,USER_DEFINED
0x019fc0,calculateThrottlePedalPercent,USER_DEFINED,USER_DEFINED
0x01a2e8,calculateKeyOnTime,USER_DEFINED,USER_DEFINED
0x01a310,calculateKeyOffTime,USER_DEFINED,USER_DEFINED
0x01a35c,getIOUpdates?,USER_DEFINED,USER_DEFINED
0x01a4e6,engineControlGetAir,USER_DEFINED,USER_DEFINED
0x01a534,getMAFVoltage,USER_DEFINED,USER_DEFINED
0x01a68c,initOrNewLoopMAYBE,USER_DEFINED,USER_DEFINED
0x01a728,calculateDriverInputs,USER_DEFINED,USER_DEFINED
0x01a7fa,vehicleConditionRelatedFuntions,USER_DEFINED,USER_DEFINED
0x01a940,getVehicleCondtions??,USER_DEFINED,USER_DEFINED
0x01aa1e,sensorStuff,USER_DEFINED,USER_DEFINED
0x01ab36,thunk_FUN_0003f1d8,DEFAULT,heuristic
0x01acae,MAFRelated,USER_DEFINED,USER_DEFINED
0x01ade6,filterMAF??,USER_DEFINED,USER_DEFINED
0x01ae8a,calcThrottleBasedMAF,USER_DEFINED,USER_DEFINED
0x01af10,calculateLoadGramsPerRev,USER_DEFINED,USER_DEFINED
0x01afcc,getDriverOffThrottleTimer??,USER_DEFINED,USER_DEFINED
0x01b014,getDriverOffThrottleInstatanious,USER_DEFINED,USER_DEFINED
0x01b136,writeO2SensorForApplication,USER_DEFINED,USER_DEFINED
0x01b170,fuelingRealtedInitalVals??,USER_DEFINED,USER_DEFINED
0x01b264,getLambda?,USER_DEFINED,USER_DEFINED
0x01b548,filterActualLambda,USER_DEFINED,USER_DEFINED
0x01b6b0,getCloseLoopErrorBools?,USER_DEFINED,USER_DEFINED
0x01c3f0,calculateThrottlePedalPercentForSomethingElse?,USER_DEFINED,USER_DEFINED
0x01c75e,updateConditonalCounter,USER_DEFINED,USER_DEFINED
0x01c8e2,adcIAT2Volts,USER_DEFINED,USER_DEFINED
0x01c948,IATPlausiblityCheck???,USER_DEFINED,USER_DEFINED
0x01cbec,getEngineFuelingStatus?,USER_DEFINED,USER_DEFINED
0x01cdcc,secondaryAirRequestStuff,USER_DEFINED,USER_DEFINED
0x01d694,CLFuelingRealted??,USER_DEFINED,USER_DEFINED
0x01d8cc,getSomeEnrichmentSomethings?,USER_DEFINED,USER_DEFINED
0x01de3a,closedLoopFuelMassCalc??,USER_DEFINED,USER_DEFINED
0x01e114,rearO2Correction_MAYBE?,USER_DEFINED,USER_DEFINED
0x01e1d2,rearO2CalculatedSomething,USER_DEFINED,USER_DEFINED
0x01e2b0,getRearO2FilteredValue,USER_DEFINED,USER_DEFINED
0x01e33c,calcRearO2FuelTrim,USER_DEFINED,USER_DEFINED
0x01e72c,calculateRearO2SomethingIntegrator??,USER_DEFINED,USER_DEFINED
0x01e85c,calcColdStartEnrichment??,USER_DEFINED,USER_DEFINED
0x01e8cc,getFuelCutRequestForTorqueModel?,USER_DEFINED,USER_DEFINED
0x01eb94,fuelTrimRelated?,USER_DEFINED,USER_DEFINED
0x01eea8,LTFTRelated,USER_DEFINED,USER_DEFINED
0x01f2a2,getMAFOpertionRange,USER_DEFINED,USER_DEFINED
0x01f360,LTFTForCAN??,USER_DEFINED,USER_DEFINED
0x01f74e,setFaultFreezeFrameDataOrDerivative?,USER_DEFINED,USER_DEFINED
0x01f890,setClosedLoopBool,USER_DEFINED,USER_DEFINED
0x01f8aa,calcOpenLoopFuelingTarget,USER_DEFINED,USER_DEFINED
0x01fb24,calcCLorOLControl,USER_DEFINED,USER_DEFINED
0x0205ac,engineConditonSomething,USER_DEFINED,USER_DEFINED
0x0207a8,fuelingStateStuff??,USER_DEFINED,USER_DEFINED
0x020b26,calculateOLMultiplier,USER_DEFINED,USER_DEFINED
0x020cac,CLChangeoverEnrichment??,USER_DEFINED,USER_DEFINED
0x020eec,MAFStuff_MaybeVE??,USER_DEFINED,USER_DEFINED
0x0210a4,driverOffThrottleSetPrevLoop,USER_DEFINED,USER_DEFINED
0x0210b6,rotor1FuelCutOSCall,USER_DEFINED,USER_DEFINED
0x021228,rotor2FuelCutOSCall,USER_DEFINED,USER_DEFINED
0x02138a,allRotorFuelCutOSCall,USER_DEFINED,USER_DEFINED
0x021534,getInjectorRelatedEvalCondtion,USER_DEFINED,USER_DEFINED
0x021580,calculateInjectorAdjustmentAmount?,USER_DEFINED,USER_DEFINED
0x02165c,calcInjectorCompensationTimers,USER_DEFINED,USER_DEFINED
0x0216d4,setPrevLoops??,USER_DEFINED,USER_DEFINED
0x021762,perRotorFuelCut??,USER_DEFINED,USER_DEFINED
0x0217b2,engineControlGetFueling,USER_DEFINED,USER_DEFINED
0x0218f4,crankingRelatedFunc,USER_DEFINED,USER_DEFINED
0x021a72,callIPWAdjustment?,USER_DEFINED,USER_DEFINED
0x021ab6,offThrottleFuelCutMain,USER_DEFINED,USER_DEFINED
0x021af8,injectorCompensationStuff?,USER_DEFINED,USER_DEFINED
0x021b6a,OLFueling??,USER_DEFINED,USER_DEFINED
0x021bb2,getFuelingSlowtask?,USER_DEFINED,USER_DEFINED
0x021e64,acCompressorLeadingTimingRetard,USER_DEFINED,USER_DEFINED
0x021f64,acCompressorTrailingTimingRetard,USER_DEFINED,USER_DEFINED
0x022064,throttlePlateCompensation?,USER_DEFINED,USER_DEFINED
0x0220cc,ssvControl??,DEFAULT,heuristic
0x0220d2,getSSVControl,USER_DEFINED,USER_DEFINED
0x0220f8,ssvControl??,USER_DEFINED,USER_DEFINED
0x022230,throttlePlateControl_Related,USER_DEFINED,USER_DEFINED
0x0222dc,throttleMapDetermineBools?,USER_DEFINED,USER_DEFINED
0x0223ec,throttlePlatePosToTorqueOutput?,USER_DEFINED,USER_DEFINED
0x022454,getThrottleBasedTorque_Related,USER_DEFINED,USER_DEFINED
0x0224b8,throttlePlateTorqueStuff,USER_DEFINED,USER_DEFINED
0x0224f0,thunk_FUN_00025914,DEFAULT,heuristic
0x0224f6,evapRelated,USER_DEFINED,USER_DEFINED
0x022bb4,thunk_FUN_00025cc0,DEFAULT,heuristic
0x022bba,rearO2HeaterControlMain?,USER_DEFINED,USER_DEFINED
0x022d20,rearO2HeaterControl??,USER_DEFINED,USER_DEFINED
0x022ea4,noOp,USER_DEFINED,USER_DEFINED
0x02326c,calculateThrottlePedalPositionMapBased,USER_DEFINED,USER_DEFINED
0x0233a4,calculateThrottlePlateRequest??,USER_DEFINED,USER_DEFINED
0x0235cc,filterThrottlePlatePosRequest,USER_DEFINED,USER_DEFINED
0x0237ee,updateMemPtr??,DEFAULT,heuristic
0x0237f4,getThrottleControl,USER_DEFINED,USER_DEFINED
0x023c60,throttlePlateCompensation??,USER_DEFINED,USER_DEFINED
0x023fda,thunk_FUN_00023f40,DEFAULT,heuristic
0x0247c2,updateFaults???,USER_DEFINED,USER_DEFINED
0x024d3e,interstingFunc,USER_DEFINED,USER_DEFINED
0x0253cc,getAutoTransCal??,USER_DEFINED,USER_DEFINED
0x025722,initPredictedEngineSpeed,USER_DEFINED,USER_DEFINED
0x02572e,getEngineSpeed,USER_DEFINED,USER_DEFINED
0x025752,filterEngineSpeed,USER_DEFINED,USER_DEFINED
0x0257d6,calculatePredictedEngineSpeed?,USER_DEFINED,USER_DEFINED
0x025b18,setValues,USER_DEFINED,USER_DEFINED
0x025b36,counterFunction,USER_DEFINED,USER_DEFINED
0x025b40,counterFunction2,USER_DEFINED,USER_DEFINED
0x025c34,setValues,DEFAULT,heuristic
0x025c3a,thunk_FUN_00025b26,DEFAULT,heuristic
0x025c40,counterFunc,USER_DEFINED,USER_DEFINED
0x025c90,thunk_FUN_00025b2e,DEFAULT,heuristic
0x025df4,setImmoLight??,USER_DEFINED,USER_DEFINED
0x025ec4,filterBatteryVoltage,USER_DEFINED,USER_DEFINED
0x025f98,calculateOutputforAlternator,USER_DEFINED,USER_DEFINED
0x026044,alternatorStuff,USER_DEFINED,USER_DEFINED
0x02619a,getBatteryVoltageStatus,USER_DEFINED,USER_DEFINED
0x026298,getAlternatorFaultStatus,USER_DEFINED,USER_DEFINED
0x0262dc,calculateECMOverVolt,USER_DEFINED,USER_DEFINED
0x026308,getAlternatorSpeedConditonal,USER_DEFINED,USER_DEFINED
0x026340,updateEngineRunningLessThan60Timer,USER_DEFINED,USER_DEFINED
0x02639a,getVehicleConditionforAlternatorControl,USER_DEFINED,USER_DEFINED
0x02644c,calculate12VBatteryTemperature,USER_DEFINED,USER_DEFINED
0x026520,calcDesiredAlternatorVoltage,USER_DEFINED,USER_DEFINED
0x026a94,altneratorVoltageController,USER_DEFINED,USER_DEFINED
0x026c62,filterAlternatorDCOutput,USER_DEFINED,USER_DEFINED
0x026f48,calculateAlternatorDiagDCOutput,USER_DEFINED,USER_DEFINED
0x027084,setAlternatorWarningLight,USER_DEFINED,USER_DEFINED
0x0270ea,alternatorControlMain,USER_DEFINED,USER_DEFINED
0x027132,alternatorControl,USER_DEFINED,USER_DEFINED
0x02718c,alternatorControlMain,USER_DEFINED,USER_DEFINED
0x0275cc,calculateEngineSpeedDelta,USER_DEFINED,USER_DEFINED
0x027700,looksForEngineSpeedDelta,USER_DEFINED,USER_DEFINED
0x027ca4,calculateEngineNotLeanCounter,USER_DEFINED,USER_DEFINED
0x0284d6,eShaftLearn?,USER_DEFINED,USER_DEFINED
0x02912e,largeFunction,USER_DEFINED,USER_DEFINED
0x0292ba,getSomeEngineConditions,USER_DEFINED,USER_DEFINED
0x02931c,thunk_FUN_00027a26,DEFAULT,heuristic
0x029554,init420CAN,USER_DEFINED,USER_DEFINED
0x02955a,can420TX_getAndPack,USER_DEFINED,USER_DEFINED
0x029584,reset420CANTimer,USER_DEFINED,USER_DEFINED
0x02958c,can420TXPack,USER_DEFINED,USER_DEFINED
0x0295c4,updateCAN420Data,USER_DEFINED,USER_DEFINED
0x0295e8,getOdoBroadcastForCAN,USER_DEFINED,USER_DEFINED
0x0295f2,stubByte420TX,USER_DEFINED,USER_DEFINED
0x0295fa,setOilPressureGaugeStatus,USER_DEFINED,USER_DEFINED
0x029620,calcMILStatusForCAN,USER_DEFINED,USER_DEFINED
0x0296cc,scaleCoolantTempForCAN??,USER_DEFINED,USER_DEFINED
0x029738,canRX_216_stubs?,USER_DEFINED,USER_DEFINED
0x029768,CAN216RX_Main,USER_DEFINED,USER_DEFINED
0x02979a,can216RXTimer,USER_DEFINED,USER_DEFINED
0x029860,can216RXUnpack,USER_DEFINED,USER_DEFINED
0x0298a4,can216RXParse?,USER_DEFINED,USER_DEFINED
0x0299d0,can216ResetTimer,USER_DEFINED,USER_DEFINED
0x0299da,CANRX216TimeoutCount,USER_DEFINED,USER_DEFINED
0x029a18,thunk_FUN_00029adc,DEFAULT,heuristic
0x029a1c,CAN231TX_Main,USER_DEFINED,USER_DEFINED
0x029a46,can231SetupTx,USER_DEFINED,USER_DEFINED
0x029a6e,can231TxPack,USER_DEFINED,USER_DEFINED
0x029b52,can201TX_getAndPack,USER_DEFINED,USER_DEFINED
0x029b84,can201Pack,USER_DEFINED,USER_DEFINED
0x029bc4,getCAN201Values,USER_DEFINED,USER_DEFINED
0x029c1c,stubCAN201Byte2_3,USER_DEFINED,USER_DEFINED
0x029ce0,stubCAN201_byte7,USER_DEFINED,USER_DEFINED
0x029dc2,can203TX_getAndPack,USER_DEFINED,USER_DEFINED
0x029df4,can203pack,USER_DEFINED,USER_DEFINED
0x029e28,getEngineTorqueMetricsForCAN,USER_DEFINED,USER_DEFINED
0x029e92,torqueCaltoCAN203_byte4,USER_DEFINED,USER_DEFINED
0x029ed4,can203EngineStatusPack,USER_DEFINED,USER_DEFINED
0x029f36,stubCAN203TX_byte6,USER_DEFINED,USER_DEFINED
0x029f3e,getActualEngineTorque_related1,USER_DEFINED,USER_DEFINED
0x02a0c0,calculateDesiredTorque_??,USER_DEFINED,USER_DEFINED
0x02a264,getEngineTorqueMaxCal,USER_DEFINED,USER_DEFINED
0x02a2a4,getEngineTorqueMax_Int,USER_DEFINED,USER_DEFINED
0x02a3e2,can251TX_getAndPack,USER_DEFINED,USER_DEFINED
0x02a414,can215TXpack,USER_DEFINED,USER_DEFINED
0x02a4a0,FUNC_ThrottleMapRelated1,USER_DEFINED,USER_DEFINED
0x02a8f4,canInitVals,USER_DEFINED,USER_DEFINED
0x02a9ba,CANHandler,USER_DEFINED,USER_DEFINED
0x02aa02,updateDSCRelatedCANStuff??,USER_DEFINED,USER_DEFINED
0x02aa62,checkCANFaults??,USER_DEFINED,USER_DEFINED
0x02aaf2,setOBDCANTXVars,USER_DEFINED,USER_DEFINED
0x02ab28,thunk_FUN_00029758,DEFAULT,heuristic
0x02ab2e,thunk_FUN_00029760,DEFAULT,heuristic
0x02ac4c,canMessageSetup,USER_DEFINED,USER_DEFINED
0x02b1dc,dealsWithVehSpeed,USER_DEFINED,USER_DEFINED
0x02b740,thunk_FUN_0002b974,DEFAULT,heuristic
0x02b744,CAN4B0RX_Main,USER_DEFINED,USER_DEFINED
0x02b79a,parseWheelSpeedsAndVehicleSpeed??,USER_DEFINED,USER_DEFINED
0x02b8aa,calculateIfVehicleMoving,USER_DEFINED,USER_DEFINED
0x02b8d2,calculateWheelspeed_LR_Validity,USER_DEFINED,USER_DEFINED
0x02b8fe,calculateWheelspeed_RR_Validity,USER_DEFINED,USER_DEFINED
0x02b92a,canrx4b0related,USER_DEFINED,USER_DEFINED
0x02b9ec,thunk_FUN_0002c048,DEFAULT,heuristic
0x02b9f0,CAN212RX_Main,USER_DEFINED,USER_DEFINED
0x02ba68,can212RXSignalValidity??,USER_DEFINED,USER_DEFINED
0x02bb0c,calculateEngineMaxTorqueAllowed_??,USER_DEFINED,USER_DEFINED
0x02be16,DSC_checkIfMode_x80,USER_DEFINED,USER_DEFINED
0x02bea8,DSC_checkIfMode_x40,USER_DEFINED,USER_DEFINED
0x02bedc,DSC_checkIfMode_x20,USER_DEFINED,USER_DEFINED
0x02befa,DSC_checkIfMode_x10,USER_DEFINED,USER_DEFINED
0x02bf36,can212RXUnpack,USER_DEFINED,USER_DEFINED
0x02bf6a,checkTorqueRequestValidity,USER_DEFINED,USER_DEFINED
0x02c0a8,thunk_FUN_0002c0dc,DEFAULT,heuristic
0x02c0ac,CAN4C0RX_Main,USER_DEFINED,USER_DEFINED
0x02c132,can650TX_getAndPack,USER_DEFINED,USER_DEFINED
0x02c250,writeOilPressureLight??,USER_DEFINED,USER_DEFINED
0x02c2d0,writeOilPressureGauge??,USER_DEFINED,USER_DEFINED
0x02c37e,getInitalTimingValues??,USER_DEFINED,USER_DEFINED
0x02c388,getIgnitionRelatedCalsForSomething,USER_DEFINED,USER_DEFINED
0x02c3ae,crankingTimingInitSomething?,USER_DEFINED,USER_DEFINED
0x02c548,checkFuelCutStatusForSomething,USER_DEFINED,USER_DEFINED
0x02c5d0,calculateCruiseControlSwitchVolt,USER_DEFINED,USER_DEFINED
0x02c5f8,calculateCruiseControlDriverRequest,USER_DEFINED,USER_DEFINED
0x02c8ac,setGearBools,USER_DEFINED,USER_DEFINED
0x02c912,debounceGearConditionAutoTransMAYBE,USER_DEFINED,USER_DEFINED
0x02cadc,calculateGearRPMbased,USER_DEFINED,USER_DEFINED
0x02cb6a,debounceCalculatedGear,USER_DEFINED,USER_DEFINED
0x02cd2e,can231TX_getAndPack,USER_DEFINED,USER_DEFINED
0x02cd60,canPackandTx231,USER_DEFINED,USER_DEFINED
0x02ce0c,dscDerateInit?,USER_DEFINED,USER_DEFINED
0x02ceb8,getCondtionsForSomething,USER_DEFINED,USER_DEFINED
0x02cffa,dscMapSelectModex20,USER_DEFINED,USER_DEFINED
0x02d0ce,dscPerRotorCut?,USER_DEFINED,USER_DEFINED
0x02d132,get3DLookupConditionalMultiplierOfSomeSort,USER_DEFINED,USER_DEFINED
0x02d1c0,arbitrateDSCFuelCut?,USER_DEFINED,USER_DEFINED
0x02d204,nothingFunc4,USER_DEFINED,USER_DEFINED
0x02d208,calculateTorqueRelatedParams,USER_DEFINED,USER_DEFINED
0x02d2b8,getRPMLoadBasedMult,USER_DEFINED,USER_DEFINED
0x02d2d0,getLeadingTimingTCModeA_4_val,USER_DEFINED,USER_DEFINED
0x02d2e8,getEngineTrqFromLookup,USER_DEFINED,USER_DEFINED
0x02d300,calculateTorqueRelated,USER_DEFINED,USER_DEFINED
0x02d320,calculateEngineMaxTorquePcnt??,USER_DEFINED,USER_DEFINED
0x02d38c,calculateEngTorqueWithLosses,USER_DEFINED,USER_DEFINED
0x02d3a2,calculateTotalRequestedTrqPcnt,USER_DEFINED,USER_DEFINED
0x02d3b8,calculateEngineTorqueWithTimingLoss??,USER_DEFINED,USER_DEFINED
0x02d456,getRPMBasedTorqueAdder,USER_DEFINED,USER_DEFINED
0x02d46e,getDesiredTorqueCalcVar2,USER_DEFINED,USER_DEFINED
0x02d486,getDesiredTorqueCalcVar3,USER_DEFINED,USER_DEFINED
0x02d586,calculateVehicleAccel,USER_DEFINED,USER_DEFINED
0x02d5a0,filterVehicleAccel,USER_DEFINED,USER_DEFINED
0x02d924,calculateCruiseControlDisableCondition,USER_DEFINED,USER_DEFINED
0x02d9bc,cruiseControlUndershootingPlausibilityMon,USER_DEFINED,USER_DEFINED
0x02db00,cruiseControlOvershootPlausibilityMon,USER_DEFINED,USER_DEFINED
0x02dbc4,getCruiseControlAllowedBool??,USER_DEFINED,USER_DEFINED
0x02dcdc,calculateCruiseControlFFTorque,USER_DEFINED,USER_DEFINED
0x02de64,calculateCruiseControlProportionalTorque??,USER_DEFINED,USER_DEFINED
0x02e50c,calculateCruiseControlFinalTorque,USER_DEFINED,USER_DEFINED
0x02e66c,cruiseControlStateStuff,USER_DEFINED,USER_DEFINED
0x02eb1e,nothingFunc3,USER_DEFINED,USER_DEFINED
0x02eb22,cruiseControlFunctions,USER_DEFINED,USER_DEFINED
0x02eb40,cruiseControlMain??,USER_DEFINED,USER_DEFINED
0x02ebee,getCruiseControlE2Metrics,USER_DEFINED,USER_DEFINED
0x02ecf8,setACClutchOutput,USER_DEFINED,USER_DEFINED
0x02ed54,calculateACClutchOn??,USER_DEFINED,USER_DEFINED
0x02ee5c,getACCompressorStates?,USER_DEFINED,USER_DEFINED
0x02efd4,calcACCompressorRequest,USER_DEFINED,USER_DEFINED
0x02f5d4,thunk_FUN_0002ecb8,DEFAULT,heuristic
0x02f5da,acCompressorControlMain???,USER_DEFINED,USER_DEFINED
0x02f640,initFanControl,USER_DEFINED,USER_DEFINED
0x02f694,setFanOutputGPIO,USER_DEFINED,USER_DEFINED
0x02f718,initFanControl,DEFAULT,heuristic
0x02f71e,fanControlMain,USER_DEFINED,USER_DEFINED
0x02f764,calcFanControlFaultRelated_MAYBE,USER_DEFINED,USER_DEFINED
0x02f9d2,calcFan1Control,USER_DEFINED,USER_DEFINED
0x02fb14,calcFan2Control,USER_DEFINED,USER_DEFINED
0x02fd20,getACSwitchStatus,USER_DEFINED,USER_DEFINED
0x02fe14,getOBDFuelModificationRequest,USER_DEFINED,USER_DEFINED
0x02fe88,filterFuelVolumeRequest,USER_DEFINED,USER_DEFINED
0x02feb4,calculateFuelingRequestMaxForOBDControl,USER_DEFINED,USER_DEFINED
0x02ffd8,fuelingAddOBDControlMode?,USER_DEFINED,USER_DEFINED
0x0301b0,calculateEngineTemperatures,USER_DEFINED,USER_DEFINED
0x0301f6,getInjectorTempBasedMultiplierLookups,USER_DEFINED,USER_DEFINED
0x030268,getEstimatedManifoldPressure,USER_DEFINED,USER_DEFINED
0x0302b8,calcRelativePressure,USER_DEFINED,USER_DEFINED
0x0302d6,getInjctorManifoldVacuumCompensationMult,USER_DEFINED,USER_DEFINED
0x0302f4,getBaroPressureMult,USER_DEFINED,USER_DEFINED
0x030344,injectorPulseTimeArbitrate_crankAddTimer,USER_DEFINED,USER_DEFINED
0x030414,getFuelInectorLatencyCals,USER_DEFINED,USER_DEFINED
0x0304cc,getInjectorOnTimeCompensations,USER_DEFINED,USER_DEFINED
0x030570,setInjectorStuffPrevLoop?,USER_DEFINED,USER_DEFINED
0x030586,initIPWValue?,USER_DEFINED,USER_DEFINED
0x03059e,setCrankingInjectorPWCondtionalBased,USER_DEFINED,USER_DEFINED
0x0306b4,calcInjectorCrankingTime??,USER_DEFINED,USER_DEFINED
0x030700,getCrankingInjectorPulseTime,USER_DEFINED,USER_DEFINED
0x030728,getDiagnosticFuelPulseCranking?,USER_DEFINED,USER_DEFINED
0x03083c,throttleDownDeFloodCheck?,USER_DEFINED,USER_DEFINED
0x03089a,setStartupInjectorPwMult,USER_DEFINED,USER_DEFINED
0x030904,handleDiagInjectorPulseSomething?,USER_DEFINED,USER_DEFINED
0x030b14,diagCrankingInjectorPulseAdder?,USER_DEFINED,USER_DEFINED
0x030b84,calcFuelVolumeRequest,USER_DEFINED,USER_DEFINED
0x030c7c,getClosedLoopTarget?,USER_DEFINED,USER_DEFINED
0x030de4,calculateFuelAmountPerRotationMinMax,USER_DEFINED,USER_DEFINED
0x030fa4,calcFuelRequestConditons,USER_DEFINED,USER_DEFINED
0x0313f0,calcInjectorOnTime,USER_DEFINED,USER_DEFINED
0x0317a0,getBrakeSwitchInput,USER_DEFINED,USER_DEFINED
0x0317c0,getBrakeSwitchWithKeyOn,USER_DEFINED,USER_DEFINED
0x0317e4,secondaryAirRelated??,USER_DEFINED,USER_DEFINED
0x031978,calculateAirVolume??,USER_DEFINED,USER_DEFINED
0x031acc,calculateSecondaryAirPumpEnirchment,USER_DEFINED,USER_DEFINED
0x031ba0,turnOnSecondaryAir??,USER_DEFINED,USER_DEFINED
0x031bf2,calculateSecondaryAirOnTime,USER_DEFINED,USER_DEFINED
0x031c50,secondaryAirRelated,USER_DEFINED,USER_DEFINED
0x031dca,getEngineOffTimer,USER_DEFINED,USER_DEFINED
0x031df2,getSecondaryAirOnTimer,USER_DEFINED,USER_DEFINED
0x032094,setAPVDC?,USER_DEFINED,USER_DEFINED
0x0320c8,apvControl?,USER_DEFINED,USER_DEFINED
0x032114,calcAPVControl,USER_DEFINED,USER_DEFINED
0x032376,apvPositionVoltageCounter,USER_DEFINED,USER_DEFINED
0x0323b2,calcAPVCounter,USER_DEFINED,USER_DEFINED
0x0323da,getAPVConditions?,USER_DEFINED,USER_DEFINED
0x03256e,filterVehicleSpeed,USER_DEFINED,USER_DEFINED
0x0325ac,cruiseControllAccelResCheck??,USER_DEFINED,USER_DEFINED
0x032750,cruiseControlACCELRESAllowed?,USER_DEFINED,USER_DEFINED
0x0327ce,debounceCruiseControlSET,USER_DEFINED,USER_DEFINED
0x032820,debounceCruiseControlACCELRES,USER_DEFINED,USER_DEFINED
0x0328d4,cruiseControlSetRealted,USER_DEFINED,USER_DEFINED
0x032abc,calculateCruiseControlSpeedTarget,USER_DEFINED,USER_DEFINED
0x032de2,can630TX_getAndPack,USER_DEFINED,USER_DEFINED
0x032e14,can630_pack,USER_DEFINED,USER_DEFINED
0x032e3e,packPrepareCANTX630,USER_DEFINED,USER_DEFINED
0x032ed6,can620TX_getAndPack,USER_DEFINED,USER_DEFINED
0x032f08,can620Pack,USER_DEFINED,USER_DEFINED
0x032f8a,speedLimiterSetLimitType??,USER_DEFINED,USER_DEFINED
0x03303c,thunk_FUN_000330b2,DEFAULT,heuristic
0x033040,CAN430RX_Main,USER_DEFINED,USER_DEFINED
0x03306a,can430rx_unpack,USER_DEFINED,USER_DEFINED
0x033124,coldEngineCompensation?,USER_DEFINED,USER_DEFINED
0x033200,coolantTempSubtractorsForCatModel,USER_DEFINED,USER_DEFINED
0x033264,getCrankEnrichment?,USER_DEFINED,USER_DEFINED
0x033366,speedLimitRelated??,USER_DEFINED,USER_DEFINED
0x0333c6,applySpeedLimiter???,USER_DEFINED,USER_DEFINED
0x033460,somethingPIController???,USER_DEFINED,USER_DEFINED
0x0336a4,idleControlRealted??,USER_DEFINED,USER_DEFINED
0x03390c,knockControlInit,USER_DEFINED,USER_DEFINED
0x03395a,knockMultiplierInit,USER_DEFINED,USER_DEFINED
0x033982,knockInit,USER_DEFINED,USER_DEFINED
0x033992,knockConditonalInit,USER_DEFINED,USER_DEFINED
0x033a18,knockTimingRelated,USER_DEFINED,USER_DEFINED
0x033cb2,detectKnockCondition??,USER_DEFINED,USER_DEFINED
0x033da4,throttlePedalParameters,USER_DEFINED,USER_DEFINED
0x033f20,detectDriverIntentKnockControl?,USER_DEFINED,USER_DEFINED
0x033fa4,calculateKnockConditionA,USER_DEFINED,USER_DEFINED
0x0341d0,resetCounter,USER_DEFINED,USER_DEFINED
0x0341da,setEngineLoadInitalVal,USER_DEFINED,USER_DEFINED
0x0341e4,airPerStroke,USER_DEFINED,USER_DEFINED
0x0341f4,calculateEngineLoadMax,USER_DEFINED,USER_DEFINED
0x034228,getMaxLoadCompensations,USER_DEFINED,USER_DEFINED
0x03424a,calculateEngineLoad,USER_DEFINED,USER_DEFINED
0x034536,resetLTFTRelated,USER_DEFINED,USER_DEFINED
0x0345c4,getThrottlePositionFault??,USER_DEFINED,USER_DEFINED
0x0345f0,getTotalLoadDeltaEnrich??,USER_DEFINED,USER_DEFINED
0x03477c,getRotor1LoadDeltaEnrich??,USER_DEFINED,USER_DEFINED
0x03484e,getRotor2LoadDeltaEnrich??,USER_DEFINED,USER_DEFINED
0x0348cc,getEngineStartupEnrichValue,USER_DEFINED,USER_DEFINED
0x0348ee,derateEngineStartupEnrich,USER_DEFINED,USER_DEFINED
0x034964,fuelingStartupMultiplierStuff,USER_DEFINED,USER_DEFINED
0x0349d8,resetStartupEnrich??,USER_DEFINED,USER_DEFINED
0x034a30,setEngineLoadsPrevLoop,USER_DEFINED,USER_DEFINED
0x034a84,calcEngineLoadChange,USER_DEFINED,USER_DEFINED
0x034f64,VDIControl,USER_DEFINED,USER_DEFINED
0x035004,VDIControl,DEFAULT,heuristic
0x03500a,vdiControl,USER_DEFINED,USER_DEFINED
0x035030,vfadControl?,DEFAULT,heuristic
0x035036,vfadControl,USER_DEFINED,USER_DEFINED
0x03505c,vfadControl?,USER_DEFINED,USER_DEFINED
0x035104,ImmoSomethingOrOther??,USER_DEFINED,USER_DEFINED
0x035148,thunk_FUN_00035184,DEFAULT,heuristic
0x03514e,thunk_FUN_0003518c,DEFAULT,heuristic
0x035194,immoRelatedMaybe??,USER_DEFINED,USER_DEFINED
