# Consolidated function renames (FINAL) — applied to symbols/FUNCTION_CATEGORIES.csv as checkpoint.
# Provenance: /tmp/renames/CONSOLIDATED_final.csv (auto renames + deep-analysis + preserved human names, consolidated).
# Generated: 2026-08-04. Columns: bank,addr,old_name,new_name,confidence,reason.
60E0FC00,0x257D6,calculatePredictedEngineSpeed?,calc_predicted_engine_speed,0.9,already descriptive human name preserved
60E1D400,0x43C8,shift_right_arithmetic_r0,util_arithmetic_43c8,0.3,shift_right_arithmetic_r0
60E1D400,0x3A28,consistencyCheck,diag_consistencycheck_3a28,0.3,consistencyCheck
60E1D400,0x37348,multi_flag_state_dispatcher_37348,immo_eeprom_write_request_02,0.9,"E2 write-queue state machine: queues code 0x02 (pairing 8B persist per updateE2RAMBasedOnInput) via 0x36D0C, commits via 0x37000, clears on 0xFFFFC2F8"
60E1D400,0x373C2,multi_flag_state_dispatcher_373C2,immo_eeprom_write_request_01,0.9,"E2 write-queue state machine: queues code 0x01 to updateE2RAMBasedOnInput(0x36D0C) gated by req 0xFFFFC29B/busy 0xFFFFC29C + 0xFFFFC297/0xFFFFC2D1, commits via eeprom_commit_dispatcher_37000, clears on 0xFFFFC2F8"
60E1D400,0x378DA,multi_flag_state_dispatcher_378DA,immo_eeprom_write_request_09,0.9,"E2 write-queue state machine: queues code 0x09 to updateE2RAMBasedOnInput(0x36D0C) gated by req 0xFFFFC2AE/busy 0xFFFFC2AF + 0xFFFFC297/0xFFFFC2D1, commits via 0x37000, clears on 0xFFFFC2F8"
60E1D400,0x37980,multi_flag_state_dispatcher_37980,immo_eeprom_write_request_08,0.9,"E2 write-queue state machine: queues code 0x08 to updateE2RAMBasedOnInput(0x36D0C) gated by req 0xFFFFC2B0/busy 0xFFFFC2B1 + 0xFFFFC297/0xFFFFC2D1, commits via 0x37000, clears on 0xFFFFC2F8"
60E1D400,0x37AB0,multi_flag_state_dispatcher_37AB0,immo_eeprom_write_request_0f,0.9,"E2 write-queue state machine: queues code 0x0F to updateE2RAMBasedOnInput(0x36D0C) gated by req 0xFFFFC2B4/busy 0xFFFFC2B5 + 0xFFFFC297/0xFFFFC2D1, commits via 0x37000, clears on 0xFFFFC2F8"
60E1D400,0x44530,readiness_check_44546,diag_readiness_44530,0.3,readiness_check_44546
60E1D400,0x55D9A,sequencer_0x55D9A,obd_mode_state_selector,0.4,mode decoder: returns bit code 0x10/0x02/0x04/0x01/0x08 from flags 0xFFFFAE97/AE96/AD9C and f32@0xFFFFAA10 vs cal 0x70138 - OBD mode selector near getF probe region
60E1D400,0x7E60,crank_gap_detect,crank_gap_detect,0.9,already descriptive human name preserved
60E0FC00,0x35A76,immo_related??,immo_related??,0.9,already descriptive human name preserved
60E1D400,0x1695A,secondary_chamber_activation,fuel_activation_1695a,0.3,secondary_chamber_activation
60E1D400,0x55134,state_estimate_0x55134,sensor_estimate_55134,0.3,state_estimate_0x55134
60E1D400,0x54784,calibration_routine_0x54784,diag_calibration_54784,0.3,calibration_routine_0x54784
60E0FC00,0x359E4,ImmoGoodStateSet?,ImmoGoodStateSet?,0.9,already descriptive human name preserved
60E1D400,0x42D1A,brake_control_42D20,brake_control_42D20,0.9,already descriptive human name preserved
60E1D400,0x4EF24,combustion_monitor_update_0x4EF24,combustion_monitor_update_0x4EF24,0.9,already descriptive human name preserved
60E1D400,0x54954,overvolt_protect_0x54954,mem_overvolt_54954,0.3,overvolt_protect_0x54954
60E1D400,0x21FDA,combustion_control_pipeline_21FDA,combustion_control_pipeline_21FDA,0.9,already descriptive human name preserved
60E0FC00,0x7FCC,getCrankAngle,getCrankAngle,0.9,already descriptive human name preserved
60E1D400,0x28DA0,conditional_set_byte_28DA0,math_conditional_28da0,0.3,conditional_set_byte_28DA0
60E1D400,0x5A1A4,cooling_ctrl_0x5A1A4,cooling_ctrl_0x5A1A4,0.9,already descriptive human name preserved
60E1D400,0x4F05E,vtc_lock_check_update_0x4F05E,diag_update_4f05e,0.3,vtc_lock_check_update_0x4F05E
60E0FC00,0x374CE,afterImmo_6,afterImmo_6,0.9,already descriptive human name preserved
60E1D400,0x3802E,afterImmo_6,afterImmo_6_a,0.9,already descriptive human name preserved
60E1D400,0x43EE8,air_bleed_control_43F20,air_bleed_control_43F20,0.9,already descriptive human name preserved
60E1D400,0x26992,clamp_value_to_bounds_26992,math_bounds_26992,0.3,clamp_value_to_bounds_26992
60E1D400,0x4D26C,health_check_actuators_4D26C,diag_actuators_4d26c,0.3,health_check_actuators_4D26C
60E0FC00,0x35194,immoRelatedMaybe??,immoRelatedMaybe??,0.9,already descriptive human name preserved
60E1D400,0x5016C,rotor_identification_0x5016C,rotor_identification_0x5016C,0.9,already descriptive human name preserved
60E1D400,0x59D56,taillight_ctrl_0x59D56,util_taillight_59d56,0.3,taillight_ctrl_0x59D56
60E0FC00,0x35978,ImmoStateReadyToDriveEngineOff,ImmoStateReadyToDriveEngineOff,0.9,already descriptive human name preserved
60E1D400,0x364D8,ImmoStateReadyToDriveEngineOff,ImmoStateReadyToDriveEngineOff_a,0.9,already descriptive human name preserved
60E1D400,0xE78C,engine_load_correction_calc,engine_load_correction_calc,0.9,already descriptive human name preserved
60E1D400,0x5522A,gate_driver_0x5522A,idle_driver_5522a,0.3,gate_driver_0x5522A
60E0FC00,0x35AEE,ImmoGetSeed,ImmoGetSeed,0.9,already descriptive human name preserved
60E1D400,0x53E38,bit_rotate_0x53E38,mem_cellflag_reset_on_enable,0.4,"add16bitSaturate(byte@0x7D7F0,u16@0xCFE4); D201-enable path zeroes float block D1A4-D1B8 + bytes D1BC/D1BD, else D002+counter-match copies byte@0x7D874 to D1BC - cell-bank reset gate"
60E1D400,0x55CE8,divider_0x55CE8,ctrl_divider_55ce8,0.3,no-callee-evidence
60E1D400,0x553D0,reception_0x553D0,ctrl_reception_553d0,0.3,no-callee-evidence
60E0FC00,0x37028,afterImmoMain,afterImmoMain,0.9,already descriptive human name preserved
60E1D400,0x55764,clock_mgr_0x55764,math_clock_55764,0.3,clock_mgr_0x55764
60E1D400,0x5EF5C,getBrakingOrInNeutral,init_getbrakingorinneutral_5ef5c,0.3,getBrakingOrInNeutral
60E0FC00,0x2F5DA,acCompressorControlMain???,diag_accompressorcontrolmain_2f5da,0.3,acCompressorControlMain???
60E1D400,0x2E3AC,brake_control_enable_2E3AC,brake_control_enable_2E3AC,0.9,already descriptive human name preserved
60E0FC00,0x2C8AC,setGearBools,setGearBools,0.9,already descriptive human name preserved
60E1D400,0x2CF80,setGearBools,setGearBools_a,0.9,already descriptive human name preserved
60E1D400,0x133F8,calc_vehicle_speed_filter,calc_vehicle_speed_filter,0.9,already descriptive human name preserved
60E1D400,0xE24A,diac_flag4_check_and_set,diag_flag4_e24a,0.3,diac_flag4_check_and_set
60E1D400,0xDE8E,secondary_system_controller,fuel_controller_de8e,0.3,secondary_system_controller
60E1D400,0x30068,setFanOutputGPIO,setFanOutputGPIO_a,0.9,already descriptive human name preserved
60E1D400,0x48C8,bitfield_extract_merge,util_bitfield_48c8,0.3,bitfield_extract_merge
60E1D400,0x3C096,detonation_detect_3C0CC,diag_detonation_3c096,0.3,detonation_detect_3C0CC
60E1D400,0xE1A0,diac_flag2_check_and_set,diag_flag2_e1a0,0.3,diac_flag2_check_and_set
60E1D400,0x1FA24,engine_load_control_1FA24,engine_load_control_1FA24,0.9,already descriptive human name preserved
60E1D400,0x47FB0,engine_running_check_47FB0,engine_running_check_47FB0,0.9,already descriptive human name preserved
60E1D400,0x56928,prediction_0x56928,ctrl_prediction_56928,0.3,no-callee-evidence
60E1D400,0xC0A8,test_pbdr_bit11_set_pfdr_filter,test_pbdr_bit11_set_pfdr_filter,0.9,already descriptive human name preserved
60E1D400,0x43E00,air_bypass_control_43E4A,air_bypass_control_43E4A,0.9,already descriptive human name preserved
60E1D400,0x598DE,average_speed_0x598DE,average_speed_0x598DE,0.9,already descriptive human name preserved
60E1D400,0x541A8,decompress_data_0x541A8,diag_decompress_541a8,0.3,decompress_data_0x541A8
60E1D400,0x5411C,encode_data_0x5411C,mem_cellflag_vtc_lock_write,0.5,"latches check_vtc_lock_state(0x121CC); gates via D201/C5B2/C5B3 flags writes cell-bank flag byte@0xFFFF8FEA =1/0 via updateMemoryAtAddress_8bit_ADDR_VAL(0x3EE58), stores prev to 0xFFFFD1CD"
60E1D400,0x55018,iir_filter_0x55018,iir_filter_0x55018,0.9,already descriptive human name preserved
60E1D400,0x17F1C,main_engine_cycle_10ms,main_engine_cycle_10ms,0.9,already descriptive human name preserved
60E1D400,0x3075A,port_output_bitfield_control_3075A,fuel_bitfield_3075a,0.3,port_output_bitfield_control_3075A
60E1D400,0x54258,random_gen_0x54258,ctrl_random_54258,0.3,no-callee-evidence
60E1D400,0x5220A,session_manager_0x5220A,diag_session_5220a,0.3,session_manager_0x5220A
60E1D400,0x548E4,wake_from_sleep_0x548E4,mem_sleep_548e4,0.3,wake_from_sleep_0x548E4
60E1D400,0x607D2,bit_value_extract_607D2,obd_dtc_active_frame_send,0.5,"dtcRelated(0x62002,r4=0xF0) returns u16 list/size; per word tests 0x603EC(word,0x20) and on set calls can_encode_handler_62564(word) - iterate active DTCs and transmit"
60E1D400,0x806,data_transfer_setup,diag_transfer_806,0.3,data_transfer_setup
60E1D400,0x5958E,antilock_brake_0x5958E,antilock_brake_0x5958E,0.9,already descriptive human name preserved
60E1D400,0x3F458,aux_relay_control_3F458,aux_relay_control_3F458,0.9,already descriptive human name preserved
60E1D400,0x11E12,calc_iacv_duty_feedback,calc_iacv_duty_feedback,0.9,already descriptive human name preserved
60E1D400,0x144C8,calc_rotor_sequence_map,calc_rotor_sequence_map,0.9,already descriptive human name preserved
60E1D400,0x4B770,calibration_apply_4B770,fuel_calibration_4b770,0.3,calibration_apply_4B770
60E1D400,0x5930A,coast_down_0x5930A,ctrl_coast_5930a,0.3,no-callee-evidence
60E1D400,0x591CC,cold_start_0x591CC,fuel_start_591cc,0.3,cold_start_0x591CC
60E1D400,0x3DB26,control_enable_3db48,dtc_status_write_pair_0f16,0.7,conditions 0xFFFFC64E/0xFFFFC64F feed dtc_status_write_if_changed(0x60774) with codes 0x0F and 0x10 (status 1 or 2 from shared flag 0xFFFFC650) - DTC-status store
60E1D400,0x190A6,engine_load_estimator,engine_load_estimator,0.9,already descriptive human name preserved
60E1D400,0x3C78E,feedback_dispatch_3c7b2,rtos_feedback_3c78e,0.3,feedback_dispatch_3c7b2
60E1D400,0x21BB8,main_engine_control_dispatcher_21BB8,main_engine_control_dispatcher_21BB8,0.9,already descriptive human name preserved
60E1D400,0x3EC6E,state_flag_dispatcher_3EC6E,dtc_status_write_pair_4873,0.7,conditions 0xFFFFC6A0/0xFFFFC6A1 feed dtc_status_write_if_changed(0x60774) with codes 0x48 and 0x49 (status 1 or 2 from shared flag 0xFFFFC6A4) - DTC-status store
60E1D400,0x43B50,supercharger_control_43B96,supercharger_control_43B96,0.9,already descriptive human name preserved
60E1D400,0x3DE22,system_validator_3DE22,diag_validator_3de22,0.3,system_validator_3DE22
60E1D400,0x3E166,validation_check_3E166,diag_validation_3e166,0.3,validation_check_3E166
60E1D400,0x5712C,sgd_optimizer_0x5712C,immo_security_state_write,0.5,"FALSE-ML (cluster runImmoRelatedCounter): getSR(0x10) then switch on byte idx 0..3 writes state D21C=1, word/byte D21E/D220 (0xFFFF/1/2/0) - immo security state setter, setSR finish"
60E1D400,0x3EF90,vvt_control_3EF90,vvt_control_3EF90,0.9,already descriptive human name preserved
60E1D400,0x59BCC,battery_health_0x59BCC,battery_health_0x59BCC,0.9,already descriptive human name preserved
60E1D400,0x12B70,calc_rotor_sync_solenoid_A,calc_rotor_sync_solenoid_A,0.9,already descriptive human name preserved
60E1D400,0x449BA,gear_ratio_detect_449BA,gear_ratio_detect_449BA,0.9,already descriptive human name preserved
60E1D400,0x3E904,iteration_handler_3E904,uds_iteration_3e904,0.3,iteration_handler_3E904
60E1D400,0x58DE2,resonance_0x58DE2,ctrl_resonance_58de2,0.3,no-callee-evidence
60E1D400,0x2F158,threshold_compare_saturation_add_2F158,math_saturation_2f158,0.3,threshold_compare_saturation_add_2F158
60E1D400,0x2A8E4,combustion_state_flag_calc_2A8E4,combustion_state_flag_calc_2A8E4,0.9,already descriptive human name preserved
60E1D400,0x56728,matrix_det_0x56728,uds_security_unlock_state_set,0.5,"FALSE-ML (region of matrix_inv/transpose/@0x56720 unlock): getSR + switch idx 0..3 writes security state 0xFFFFD20E word (0x0271) and 0xFFFFD210 byte (1/2), setSR - seed/key state writer"
60E1D400,0x5BECE,quality_metric_0x5BECE,ctrl_quality_5bece,0.3,no-callee-evidence
60E1D400,0x5C53C,report_gen_0x5C53C,ctrl_report_5c53c,0.3,no-callee-evidence
60E1D400,0x4EFA2,state_flag_manager_0x4EFA2,timer_state_debounce_latch,0.4,"if 0xFFFFD2A2 set and byte CFC2==1 write CFC3=1; decrementing u8 counter CFC1 (add0xFF), CFC4 saves CFC1, CFC2 set when CFC1 expires - debounce/timer-latch state manager"
60E1D400,0x56442,variance_calc_0x56442,fuel_variance_56442,0.3,variance_calc_0x56442
60E1D400,0x17DCC,cooling_fan_control_0x17DCC,cooling_fan_control_0x17DCC,0.9,already descriptive human name preserved
60E1D400,0x60544,enable_count_compute_60544,obd_dtc_enabled_count,0.4,"loops 0x8C entries of byte@0xFFFFD5AC counting ones with special-case of first two, subtract, clamps to 0xFF - count enabled DTC/fault flags"
60E1D400,0x2E470,engine_load_integral_2E470,engine_load_integral_2E470,0.9,already descriptive human name preserved
60E1D400,0x51EB0,kwp_handler_0x51EB0,kwp_handler_0x51EB0,0.3,kwp_handler_0x51EB0
60E1D400,0x4AD96,stack_check_4AD96,diag_stack_4ad96,0.3,stack_check_4AD96
60E1D400,0x19190,air_charge_calc_0x19190,air_charge_calc_0x19190,0.9,already descriptive human name preserved
60E1D400,0x33A98,bitfield_flag_selector_33A98,can620_priority_decode_pack,0.9,"FINDINGS can620TX_getAndPack chain: priority-decode byte@0xFFFFCD4E (0x40->0,0x20->1,0x80->2,else3)<<4 -> byte@0xFFFFC05C; matches verified c/bitfield_flag_selector_33A98.c"
60E1D400,0x52898,buffer_manager_0x52898,mem_counter_delta_error_latch,0.4,compares u16 counters 0xFFFFCFE6 vs 0xFFFFCFE4; on CFE6>CFE4 addSaturate8Bit incr byte@0xFFFFD149 else zero when equal or D201 - counter-delta error accumulator
60E0FC00,0x327CE,debounceCruiseControlSET,debounceCruiseControlSET,0.9,already descriptive human name preserved
60E1D400,0x331A2,debounceCruiseControlSET,debounceCruiseControlSET_a,0.9,already descriptive human name preserved
60E1D400,0x1ED40,fan_speed_calc_1ED40,fan_speed_calc_1ED40,0.9,already descriptive human name preserved
60E1D400,0x7AD6,crank_tooth_validate,crank_tooth_validate,0.9,already descriptive human name preserved
60E0FC00,0x118FE,cruiseControl?,cruiseControl?,0.9,already descriptive human name preserved
60E1D400,0x47F3C,engine_state_machine_47F3C,engine_state_machine_47F3C,0.9,already descriptive human name preserved
60E1D400,0x525EC,gpio_handler_0x525EC,gpio_handler_0x525EC,0.9,already descriptive human name preserved
60E1D400,0x59CEC,starter_motor_0x59CEC,starter_motor_0x59CEC,0.9,already descriptive human name preserved
60E1D400,0x55E18,cache_manager_0x55E18,diag_manager_55e18,0.3,cache_manager_0x55E18
60E1D400,0x2A896,conditional_multi_check_2A896,math_conditional_2a896,0.3,conditional_multi_check_2A896
60E0FC00,0x1A4E6,engineControlGetAir,engine_control_get_air,0.9,already descriptive human name preserved
60E1D400,0x1A9CA,engineControlGetAir,engineControlGetAir_a,0.9,already descriptive human name preserved
60E0FC00,0x3E15C,readValue_32bit_ADDRESS_VAL,read_value_32bit_redundant,0.9,"Canonical redundant-cell readValue_32bit helper: word@r4+word@r4+2 vs complement at r4+4 (checksum pair), else fault path; under getSR 0x3920; matches readValue_32bit family"
60E1D400,0x3EDBC,readValue_32bit_ADDRESS_VAL,diag_readvalue_3edbc,0.5,setMemInsideFUNCto1
60E1D400,0x2A2A8,sequential_module_dispatch_2A2A8,rtos_sequential_2a2a8,0.3,sequential_module_dispatch_2A2A8
60E0FC00,0x320C8,apvControl?,sensor_apvcontrol_320c8,0.7,apvPositionVoltageCounter;calcAPVControl
60E1D400,0x339AC,bitfield_flag_status_decoder_339AC,mem_bitfield_339ac,0.3,bitfield_flag_status_decoder_339AC
60E1D400,0x5405C,data_extract_0x5405C,mem_cellflag_sensor_cond_write,0.4,"interp_linear_u16_to_float(0x24C0,u16@0xFFFFC532); if u16@0xFFFFD048>0 keeps 0 else writes cell-bank flag 0xFFFF8FE4 =1/0 via 0x3EE58 based on cal 0x7D954/0x7D950 - sensor-condition cell flag"
60E1D400,0x59DD4,door_lock_0x59DD4,rtos_door_59dd4,0.3,door_lock_0x59DD4
60E1D400,0x53BA0,range_validate_0x53BA0,sensor_validate_53ba0,0.3,range_validate_0x53BA0
60E1D400,0x56E1A,tanh_0x56E1A,ctrl_tanh_56e1a,0.3,no-callee-evidence
60E1D400,0x53DD6,bit_count_0x53DD6,boost_timer_latch,0.4,compares f32@0xFFFFBC1C vs cal 0x7D870 -> add16bitSaturate counter@0xFFFFD1A0; counter>=cal 0x7D86C latches f32@0xFFFFAE54 into 0xFFFFD19C else interp(0x23F4) - boost-threshold debounce/latch
60E1D400,0xE202,diac_flag3_check_and_set,diag_flag3_e202,0.3,diac_flag3_check_and_set
60E1D400,0x55D52,multiplier_0x55D52,isr_multiplier_55d52,0.3,multiplier_0x55D52
60E1D400,0x1EFCC,output_byte_loop_write_1EFCC,fuel_coldstart_cell_loop_write,0.4,"4-cell loop r13 base 0xFFFF80EC stride 8, r14 base 0xFFFF810C stride 2 calling cold_start_enrichment(0x3EEB8) then updateMemoryAtAddress(0x3EE58) with fr4=0 - per-cell cold-start enrichment write"
60E1D400,0x523BE,state_machine_0x523BE,sensor_machine_523be,0.3,state_machine_0x523BE
60E1D400,0x5864A,apex_seal_0x5864A,apex_seal_0x5864A,0.9,already descriptive human name preserved
60E1D400,0x3EEB8,cold_start_enrichment_3EEB8,fuel_enrichment_3eeb8,0.3,cold_start_enrichment_3EEB8
60E1D400,0x210,comm_transfer_start,diag_transfer_210,0.3,comm_transfer_start
60E1D400,0x51DC6,comms_protocol_0x51DC6,ctrl_protocol_51dc6,0.3,no-callee-evidence
60E1D400,0x5A248,defrost_control_0x5A248,fuel_defrost_5a248,0.3,defrost_control_0x5A248
60E0FC00,0x2F71E,fanControlMain,fanControlMain,0.9,already descriptive human name preserved
60E1D400,0x5A4EC,cabin_air_filter_0x5A4EC,cabin_air_filter_0x5A4EC,0.9,already descriptive human name preserved
60E1D400,0x4F778,secondary_air_control_0x4F778,secondary_air_control_0x4F778,0.9,already descriptive human name preserved
60E0FC00,0x11540,someMainFunction,diag_somemainfunction_11540,0.3,someMainFunction
60E1D400,0x3E58A,status_checker_3E58A,o2_boost_cond_timer_countdown,0.4,boost f32@0xFFFFBC1C > cal 0x7A87C and D201 -> byte@0xFFFFC68C = cal 0x7A870; else if flag C68D set and C68C>0 countdown (add0xFF) - O2/warmup boost timer countdown (cluster with 0x3E5CE)
60E0FC00,0x31BA0,turnOnSecondaryAir??,turn_on_secondary_air,0.9,already descriptive human name preserved
60E1D400,0x17E5E,zero_solenoid_outputs,zero_solenoid_outputs,0.9,already descriptive human name preserved
60E0FC00,0x27132,alternatorControl,alternatorControl,0.9,already descriptive human name preserved
60E1D400,0x5ACB0,battery_light_0x5ACB0,battery_light_0x5ACB0,0.9,already descriptive human name preserved
60E1D400,0x5AFE2,cruise_status_0x5AFE2,cruise_status_0x5AFE2,0.9,already descriptive human name preserved
60E1D400,0x2F6CC,port_bitfield_control_handler_2F6CC,uds_bitfield_2f6cc,0.3,port_bitfield_control_handler_2F6CC
60E1D400,0x2C4EA,DSC_checkIfMode_x80,DSC_checkIfMode_x80_a,0.9,already descriptive human name preserved
60E0FC00,0x275CC,calculateEngineSpeedDelta,calculateEngineSpeedDelta,0.9,already descriptive human name preserved
60E1D400,0x549C8,circuit_monitor_0x549C8,sensor_circuit_549c8,0.3,circuit_monitor_0x549C8
60E1D400,0x590AA,mixture_strength_0x590AA,ctrl_strength_590aa,0.3,no-callee-evidence
60E1D400,0x3CF08,mode_config_3cf3c,isr_config_3cf08,0.3,mode_config_3cf3c
60E1D400,0x54BC0,phase_measure_0x54BC0,ctrl_measure_54bc0,0.3,no-callee-evidence
60E0FC00,0x3E11C,readValue_16bit_ADDRESS_VAL,read_value_16bit_redundant,0.9,"Canonical redundant-cell readValue_16bit helper: word@r4 vs complement word@r4+2, else fault path 0x3E3F0; under getSR 0x3920; matches known diag_fault_cond_eval helper"
60E1D400,0x3ED7C,readValue_16bit_ADDRESS_VAL,diag_readvalue_3ed7c,0.5,setMemInsideFUNCto1
60E0FC00,0x3E0DC,readValue_8bit_ADDRESS_VAL,read_value_8bit_redundant,0.9,"Canonical redundant-cell readValue_8bit helper: byte@r4 vs complement byte@r4+1, else fault path 0x3E3F0; under getSR 0x3920; matches known readValue_8bit family (cf 0x3E11C/0x3E15C)"
60E1D400,0x3ED3C,readValue_8bit_ADDRESS_VAL,diag_readvalue_3ed3c,0.5,setMemInsideFUNCto1
60E1D400,0x54A08,short_circuit_detect_0x54A08,diag_circuit_54a08,0.3,short_circuit_detect_0x54A08
60E1D400,0x52C92,sync_barrier_0x52C92,fuel_barrier_52c92,0.3,sync_barrier_0x52C92
60E1D400,0x2E412,brake_enable_dispatch_2E412,brake_enable_dispatch_2E412,0.9,already descriptive human name preserved
60E1D400,0x564B8,covariance_0x564B8,ctrl_covariance_564b8,0.3,no-callee-evidence
60E1D400,0x49AC0,mem_compare_49AC0,mem_compare_49AC0,0.9,already descriptive human name preserved
60E1D400,0x1F014,output_word_loop_write_1F014,fuel_output_1f014,0.3,output_word_loop_write_1F014
60E1D400,0x557CC,pll_control_0x557CC,fuel_control_557cc,0.3,pll_control_0x557CC
60E1D400,0x552C0,power_stage_0x552C0,init_power_552c0,0.3,power_stage_0x552C0
60E1D400,0x5C3C0,result_combine_0x5C3C0,math_combine_5c3c0,0.3,result_combine_0x5C3C0
60E1D400,0x532CC,string_cmp_0x532CC,init_string_532cc,0.3,string_cmp_0x532CC
60E0FC00,0x64DB4,in_range_0_6_check?,diag_range_64db4,0.3,in_range_0_6_check?
60E1D400,0x5677E,matrix_rank_0x5677E,fuel_matrix_5677e,0.3,matrix_rank_0x5677E
60E1D400,0x15D28,rotary_chamber_balance_calc,rotary_chamber_balance_calc,0.9,already descriptive human name preserved
60E1D400,0x5138C,adaptive_table_update_0x5138C,adaptive_table_update_0x5138C,0.9,already descriptive human name preserved
60E1D400,0x58F58,catalytic_conv_0x58F58,ctrl_catalytic_58f58,0.3,no-callee-evidence
60E1D400,0x58EEA,emission_calc_0x58EEA,emission_calc_0x58EEA,0.9,already descriptive human name preserved
60E1D400,0x2AF80,exhaust_port_condition_2AF80,exhaust_port_condition_2AF80,0.9,already descriptive human name preserved
60E1D400,0x23B62,misfire_threshold_gate_23B62,math_threshold_23b62,0.3,misfire_threshold_gate_23B62
60E1D400,0x556A8,modulator_0x556A8,diag_modulator_556a8,0.3,modulator_0x556A8
60E1D400,0x59A86,odometer_0x59A86,ctrl_odometer_59a86,0.3,no-callee-evidence
60E1D400,0x18C6C,omp_wave_reload_18C6C,omp_wave_reload_18C6C,0.9,already descriptive human name preserved
60E1D400,0x4FC6A,open_loop_control_0x4FC6A,fuel_control_4fc6a,0.3,open_loop_control_0x4FC6A
60E1D400,0xAA20,port_b_set_mask_with_multiply,math_multiply_aa20,0.3,port_b_set_mask_with_multiply
60E1D400,0x58E7C,power_output_0x58E7C,fuel_output_58e7c,0.3,power_output_0x58E7C
60E1D400,0x55328,rectifier_0x55328,ctrl_rectifier_55328,0.3,no-callee-evidence
60E1D400,0x375EC,register_configuration_cleanup_375EC,math_configuration_375ec,0.3,register_configuration_cleanup_375EC
60E1D400,0x54210,cipher_encrypt_0x54210,ctrl_encrypt_54210,0.3,no-callee-evidence
60E1D400,0x540D4,data_pack_0x540D4,diag_data_540d4,0.3,data_pack_0x540D4
60E0FC00,0x26308,getAlternatorSpeedConditonal,getAlternatorSpeedConditonal,0.9,already descriptive human name preserved
60E1D400,0x47978,load_calc_manifold_47978,load_calc_manifold_47978,0.9,already descriptive human name preserved
60E1D400,0x59B68,maintenance_alert_0x59B68,ctrl_maintenance_59b68,0.3,no-callee-evidence
60E1D400,0x42B0,memcpy_bytewise_unroll4,memcpy_bytes_unroll4,0.9,"Byte-wise memcpy r2(src)->r1(dst), r0=len, unrolled 4 bytes/iter while r2<r4; classic unrolled byte copy; matches old name"
60E1D400,0x3DE7E,mode_handler_3DE7E,mode_handler_3DE7E,0.3,mode_handler_3DE7E
60E1D400,0x5A494,passenger_compartment_0x5A494,ctrl_compartment_5a494,0.3,no-callee-evidence
60E1D400,0x5B474,cell_process_0x5B474,sensor_process_5b474,0.3,cell_process_0x5B474
60E1D400,0x4FC34,closed_loop_manager_0x4FC34,init_manager_4fc34,0.3,closed_loop_manager_0x4FC34
60E1D400,0x28E10,condition_check_28E10,diag_condition_28e10,0.3,condition_check_28E10
60E1D400,0x2817C,condition_check_set_2817C,diag_condition_2817c,0.3,condition_check_set_2817C
60E1D400,0x758C,crank_periodic_handler,crank_periodic_handler,0.9,already descriptive human name preserved
60E1D400,0x58BE8,exhaust_port_0x58BE8,exhaust_port_0x58BE8,0.9,already descriptive human name preserved
60E1D400,0x5B09E,lane_departure_0x5B09E,ctrl_departure_5b09e,0.3,no-callee-evidence
60E1D400,0x567E8,lu_decomp_0x567E8,ctrl_decomp_567e8,0.3,no-callee-evidence
60E1D400,0x551BC,regulator_0x551BC,ctrl_regulator_551bc,0.3,no-callee-evidence
60E0FC00,0xA230,setupStructRotorNumber?,rotor_array_add_entry,0.9,already descriptive human name preserved
60E0FC00,0x2BEA8,DSC_checkIfMode_x40,DSC_checkIfMode_x40,0.9,already descriptive human name preserved
60E1D400,0x2C57C,DSC_checkIfMode_x40,DSC_checkIfMode_x40_a,0.9,already descriptive human name preserved
60E1D400,0x5C5CE,archive_0x5C5CE,ctrl_archive_5c5ce,0.3,no-callee-evidence
60E0FC00,0x341F4,calculateEngineLoadMax,calculateEngineLoadMax,0.9,already descriptive human name preserved
60E1D400,0x34D54,calculateEngineLoadMax,calculateEngineLoadMax_a,0.9,already descriptive human name preserved
60E0FC00,0xE244,calculateEngineOnTime??,calc_engine_on_time,0.9,already descriptive human name preserved
60E0FC00,0xE278,calculateEngineRunning,calc_engine_running,0.9,already descriptive human name preserved
60E1D400,0x51406,cell_select_0x51406,sensor_select_51406,0.3,cell_select_0x51406
60E1D400,0x5A044,climate_control_0x5A044,fuel_climate_5a044,0.3,climate_control_0x5A044
60E1D400,0x5637E,convolution_0x5637E,ctrl_convolution_5637e,0.3,no-callee-evidence
60E1D400,0x566EC,matrix_inv_0x566EC,fuel_matrix_566ec,0.3,matrix_inv_0x566EC
60E1D400,0x54A6A,resistor_check_0x54A6A,diag_resistor_54a6a,0.3,resistor_check_0x54A6A
60E1D400,0x2AA4E,secondary_chamber_activate_2AA4E,fuel_secondary_2aa4e,0.3,secondary_chamber_activate_2AA4E
60E0FC00,0xAA90,setAPVDC?,apv_duty_cycle_store_scaled,0.7,"APV control path (caller 0x32094 <- apvControl 0x320C8): scales float input by cal 0x779B6, truncates, sign-splits into RAM words 0xFFFFA1C4/0xFFFFA1C6 (duty cycle cmd); ftrc/fneg sign handling"
60E1D400,0x5A214,vent_control_0x5A214,fuel_control_5a214,0.3,vent_control_0x5A214
60E1D400,0x27DF4,conditional_set_byte_27DF4,math_conditional_27df4,0.3,conditional_set_byte_27DF4
